transaction_id,user_id,amount,payment_method,device_type,mouse_movement_score,geo_location,ip_risk_score,account_age_days,time_of_day,day_of_week,num_prev_transactions,avg_transaction_amount,is_international,is_vpn,fraud_flag
txn_21974,1986,26.99,upi,desktop,0.24,Unknown,0.28,208,1,Wednesday,9,66.23,1,1,0
txn_19056,1382,68.11,upi,mobile,0.12,New York,0.75,1043,1,Monday,12,,0,0,0
txn_35215,1506,21.39,bnpl,mobile,0.39,None,0.45,1231,18,Saturday,3,66.32,0,0,0
txn_21373,2243,337.96,bnpl,desktop,0.63,Bangalore,0.58,664,10,Thursday,11,86.63,0,0,0
txn_45844,4221,150.22,upi,mobile,0.48,Unknown,0.04,794,7,Friday,14,60.68,0,0,0
txn_46992,4050,59.58,wallet,mobile,0.53,New York,0.41,1691,7,None,13,86.65,0,0,0
txn_42940,2014,21.48,bnpl,desktop,0.21,New York,0.88,1739,2,Saturday,10,104.17,0,1,0
txn_48252,4024,18.64,upi,tablet,0.36,Dubai,0.86,378,2,Sunday,9,59.45,0,1,0
txn_37684,3004,6.06,debit_card,tablet,0.02,Bangalore,0.58,185,21,Thursday,14,58.7,0,0,0
txn_18887,2541,99.25,None,tablet,,Dubai,0.05,1263,20,Tuesday,11,84.09,0,0,0
txn_12737,4614,54.59,net_banking,None,0.67,Delhi,0.73,1684,17,Saturday,10,83.03,0,0,0
txn_28183,4673,42.69,wallet,desktop,0.38,Delhi,0.21,1207,3,Thursday,9,,0,0,0
txn_5628,1111,9.73,upi,tablet,0.19,London,0.81,1563,6,Wednesday,11,98.26,0,0,0
txn_194,3939,71.19,bnpl,desktop,0.25,Bangalore,0.29,163,18,Sunday,7,79.75,0,0,1
txn_24227,4664,144.57,upi,desktop,0.35,Bangalore,0.12,575,3,Sunday,7,103.31,0,0,0
txn_40268,2082,255.47,bnpl,mobile,0.26,Bangalore,0.33,275,22,Tuesday,6,85.3,0,0,0
txn_6920,4157,102.35,wallet,desktop,,Mumbai,0.04,14,7,Sunday,9,57.11,0,0,0
txn_41357,4132,207.9,wallet,tablet,0.12,Unknown,0.92,1103,15,Thursday,9,72.44,0,0,0
txn_34129,4214,122.31,credit_card,None,0.18,Bangalore,0.44,1671,6,Saturday,8,80.52,0,0,0
txn_37847,3804,2.87,upi,mobile,0.06,Mumbai,0.52,1650,2,Friday,17,73.15,0,0,0
txn_16880,4199,50.63,net_banking,mobile,0.25,Mumbai,0.45,1317,18,Thursday,9,52.57,0,0,0
txn_46142,2940,123.8,upi,desktop,,Bangalore,0.13,109,19,Friday,12,75.12,0,1,0
txn_31632,1628,259.28,None,desktop,0.68,Delhi,0.73,1427,23,Saturday,4,90.09,0,0,0
txn_35489,1290,129.61,bnpl,desktop,0.04,New York,0.17,1008,17,Thursday,10,65.77,0,0,0
txn_37354,1456,75.92,debit_card,mobile,0.05,Delhi,0.55,1924,0,Saturday,8,86.97,0,0,0
txn_29850,2081,75.15,credit_card,mobile,0.16,Delhi,0.21,59,1,Monday,6,,0,1,0
txn_47013,2255,126.15,debit_card,tablet,0.35,Unknown,0.74,922,6,Monday,12,,0,1,0
txn_38811,2688,61.28,bnpl,tablet,0.43,Delhi,0.88,482,15,Sunday,11,44.08,0,0,0
txn_36511,3547,153.7,upi,tablet,0.22,London,0.09,237,15,Sunday,11,,0,0,0
txn_9912,2074,189.04,wallet,mobile,0.46,London,0.13,1918,13,Tuesday,8,84.81,0,0,0
txn_38549,3338,18.64,debit_card,mobile,0.28,London,0.66,1273,18,Friday,9,100.9,0,0,0
txn_452,3926,104.55,debit_card,desktop,0.32,Mumbai,0.0,596,6,Sunday,6,54.75,0,0,1
txn_33220,1061,75.19,None,tablet,0.31,London,0.63,1019,23,Thursday,7,79.24,0,0,0
txn_34986,2860,228.55,upi,mobile,0.22,New York,0.03,374,22,Wednesday,8,86.55,0,1,0
txn_19430,1589,174.43,bnpl,desktop,0.17,Delhi,0.03,1254,16,Monday,11,61.06,0,0,0
txn_10348,2168,381.08,net_banking,tablet,0.05,London,0.05,1899,3,Wednesday,8,75.06,0,0,0
txn_41963,1125,18.58,credit_card,tablet,0.18,New York,0.86,175,11,Monday,6,83.07,0,0,0
txn_22949,1850,108.2,wallet,mobile,0.32,Mumbai,0.82,774,19,Sunday,15,69.78,0,0,0
txn_46725,2886,80.23,bnpl,tablet,0.67,Delhi,0.16,1427,10,Sunday,4,93.39,0,0,0
txn_19586,1393,49.29,net_banking,tablet,0.25,Bangalore,0.93,378,20,Tuesday,13,92.4,0,0,0
txn_3398,3044,45.4,debit_card,tablet,0.5,Mumbai,0.03,1729,5,Monday,10,,0,0,0
txn_3296,4507,336.14,bnpl,desktop,0.09,Mumbai,0.83,668,19,Saturday,8,87.67,0,0,0
txn_37856,2846,109.59,credit_card,desktop,0.04,New York,0.32,511,5,Thursday,8,79.69,0,0,0
txn_36739,2529,351.41,upi,desktop,0.3,New York,0.08,301,15,Tuesday,12,63.69,0,1,0
txn_10186,2332,173.16,debit_card,desktop,0.14,New York,0.45,1089,5,Tuesday,13,71.3,0,1,0
txn_11543,2417,86.9,debit_card,tablet,0.32,London,0.37,1182,19,Saturday,10,79.53,0,0,0
txn_9164,3381,14.04,upi,desktop,0.03,None,0.05,665,6,Thursday,8,37.21,0,0,0
txn_42346,3327,111.08,credit_card,mobile,0.29,New York,0.87,49,10,Wednesday,7,65.27,0,0,0
txn_16142,1651,60.64,bnpl,tablet,0.31,Delhi,0.84,1189,10,Friday,9,112.32,0,1,0
txn_2277,2547,33.67,credit_card,None,0.27,Delhi,,122,23,Thursday,7,58.47,0,0,0
txn_24531,3073,64.89,upi,desktop,0.3,Mumbai,0.24,1254,6,Tuesday,10,66.51,1,0,0
txn_28820,4664,69.06,debit_card,mobile,,New York,0.7,1419,17,Tuesday,10,100.91,0,0,0
txn_40489,3387,141.93,credit_card,mobile,0.26,None,0.0,53,9,Friday,7,66.55,0,0,0
txn_40751,1538,54.38,net_banking,desktop,0.06,Dubai,0.34,1971,17,Wednesday,9,106.41,0,1,0
txn_17194,2647,60.36,bnpl,mobile,0.15,London,0.98,524,12,Friday,5,55.33,0,0,0
txn_47857,2003,419.42,debit_card,tablet,0.29,Dubai,0.54,152,3,Thursday,11,94.95,0,0,0
txn_44939,3398,64.95,credit_card,desktop,0.12,Unknown,0.85,685,5,Monday,10,69.06,0,0,0
txn_3386,4774,28.84,upi,tablet,0.06,None,0.26,1357,11,Tuesday,13,71.35,0,0,0
txn_31115,1355,12.61,debit_card,desktop,0.25,Unknown,0.69,1131,3,Sunday,16,83.32,0,0,0
txn_44008,1834,69.41,net_banking,desktop,0.23,Delhi,0.13,490,0,Friday,5,125.62,0,0,0
txn_5848,4160,125.0,debit_card,desktop,0.04,Unknown,0.18,619,3,Thursday,9,112.97,0,0,0
txn_18656,2187,112.94,bnpl,tablet,0.2,Bangalore,0.22,297,17,Wednesday,11,111.62,0,0,0
txn_36471,2311,80.75,net_banking,None,0.26,London,0.92,1903,14,Friday,13,88.5,1,0,0
txn_49890,4439,30.86,wallet,tablet,0.43,Delhi,0.56,1580,12,Thursday,8,70.44,0,0,0
txn_38366,3081,112.76,upi,desktop,0.24,Bangalore,0.82,1165,23,Monday,13,94.42,0,1,0
txn_23519,4083,13.43,net_banking,tablet,0.06,Bangalore,0.34,519,23,Thursday,7,76.8,0,0,0
txn_42300,3359,120.15,net_banking,tablet,0.29,Dubai,0.66,523,22,Wednesday,8,64.27,0,0,0
txn_38799,4761,24.75,net_banking,tablet,0.12,Unknown,0.93,230,6,None,11,76.56,0,1,0
txn_46499,1296,1.43,upi,tablet,0.1,New York,0.85,158,19,Friday,6,59.2,0,0,0
txn_47496,2344,59.47,credit_card,tablet,0.63,Dubai,0.53,292,0,Saturday,9,73.25,0,0,0
txn_6652,3527,9.14,credit_card,desktop,0.27,Bangalore,0.75,1961,18,Friday,7,52.75,0,0,0
txn_27250,4466,173.09,upi,tablet,0.06,Dubai,0.66,1898,3,None,5,72.7,0,0,0
txn_5194,2482,271.2,bnpl,tablet,0.18,London,0.18,1482,0,Monday,4,38.2,0,0,0
txn_26341,2857,95.08,wallet,tablet,0.16,New York,0.08,626,10,Thursday,10,88.8,0,0,0
txn_33517,1678,27.12,bnpl,desktop,0.34,Delhi,0.0,1939,17,Thursday,10,86.7,0,0,0
txn_32141,2075,31.06,credit_card,desktop,0.15,None,0.16,626,5,None,9,75.35,0,0,0
txn_13316,1968,102.09,debit_card,desktop,0.43,None,,988,23,Sunday,13,106.23,0,1,0
txn_24201,1727,91.44,bnpl,desktop,0.21,Delhi,0.4,166,11,Wednesday,8,107.36,0,0,0
txn_45509,1555,158.98,wallet,tablet,0.26,Unknown,0.74,1174,5,Monday,9,60.09,0,0,0
txn_9519,4698,9.88,debit_card,mobile,0.2,Mumbai,0.17,360,13,Saturday,7,76.11,0,0,0
txn_26164,4903,7.02,wallet,tablet,0.1,New York,0.33,930,4,Tuesday,11,71.68,0,0,0
txn_46109,3390,31.23,upi,tablet,0.12,Delhi,0.5,111,20,None,4,71.84,0,1,0
txn_32673,2685,40.83,credit_card,desktop,0.24,Mumbai,0.27,825,21,Wednesday,5,,0,1,0
txn_2814,2799,103.44,net_banking,desktop,0.23,Mumbai,,1799,7,None,6,98.53,0,0,0
txn_31590,2577,15.26,debit_card,mobile,,Mumbai,0.12,1422,20,Sunday,10,81.27,0,0,0
txn_11609,1827,76.82,credit_card,mobile,0.29,Delhi,0.07,161,5,Saturday,10,83.4,0,0,0
txn_45194,3508,282.19,wallet,mobile,0.1,Bangalore,0.92,315,9,Wednesday,9,69.66,0,0,0
txn_20938,1858,72.37,wallet,tablet,,London,0.7,674,6,Wednesday,14,70.97,0,0,0
txn_46378,2050,0.11,net_banking,mobile,0.22,None,0.07,1523,12,Wednesday,10,75.11,0,0,0
txn_4430,2478,62.52,net_banking,None,0.19,London,0.4,1860,20,None,9,,0,1,0
txn_28602,1244,51.87,bnpl,mobile,0.26,New York,0.03,1680,20,None,10,80.18,0,0,0
txn_22321,2921,11.25,bnpl,tablet,0.28,New York,0.46,171,17,Friday,12,81.75,0,1,0
txn_3619,3196,156.6,debit_card,desktop,0.26,London,0.15,795,12,Friday,15,79.29,1,0,0
txn_3677,1361,44.37,upi,tablet,0.5,London,0.97,1765,17,Thursday,9,73.8,0,0,0
txn_59,4556,67.83,wallet,tablet,0.34,Mumbai,0.7,1849,2,Friday,17,92.89,0,0,1
txn_6221,2688,31.97,debit_card,mobile,0.04,Dubai,0.75,240,2,Friday,12,76.44,0,0,0
txn_26231,4898,123.4,debit_card,desktop,0.5,None,0.66,1862,4,Monday,5,98.04,0,0,0
txn_17934,2296,105.61,debit_card,desktop,0.4,Bangalore,0.04,1363,22,Monday,10,85.83,0,1,0
txn_19719,4954,267.92,upi,desktop,,Mumbai,0.72,1144,4,Sunday,7,78.12,0,0,0
txn_28346,2159,1.24,net_banking,tablet,0.38,Unknown,0.62,1840,20,Friday,7,54.63,0,0,0
txn_19868,2918,124.92,debit_card,None,0.36,Delhi,0.87,41,23,Saturday,8,72.16,0,0,0
txn_39250,4264,63.85,upi,desktop,0.07,Dubai,0.53,1883,20,Saturday,9,78.38,1,0,0
txn_11888,3856,61.54,upi,None,0.49,Delhi,0.41,858,9,Saturday,11,,0,1,0
txn_3468,4201,133.01,wallet,tablet,0.45,Delhi,0.06,1167,20,None,8,62.27,0,0,0
txn_45380,4992,61.26,debit_card,tablet,0.23,None,0.58,1482,10,Thursday,19,70.85,0,0,0
txn_1078,4037,62.61,bnpl,tablet,0.3,Dubai,0.84,1088,10,Tuesday,15,,0,0,1
txn_25029,3902,83.47,debit_card,desktop,0.26,New York,0.06,1066,22,Wednesday,5,,1,0,0
txn_18447,2964,49.26,bnpl,desktop,0.3,Mumbai,0.47,815,15,Saturday,10,32.19,0,0,0
txn_9569,3704,199.33,net_banking,tablet,0.46,Delhi,0.07,1065,7,Saturday,10,68.0,0,0,0
txn_24331,2059,63.12,upi,mobile,0.24,London,0.67,260,5,None,8,,0,0,0
txn_23450,1900,122.2,debit_card,desktop,0.06,Bangalore,0.48,676,5,Tuesday,10,73.7,0,0,0
txn_16663,2031,244.38,debit_card,mobile,0.03,London,0.33,1607,8,Tuesday,7,,0,0,0
txn_22320,1261,6.38,debit_card,tablet,0.18,Delhi,0.53,171,22,Sunday,9,52.97,0,0,0
txn_17255,4274,124.82,bnpl,desktop,0.41,Delhi,0.37,173,13,Sunday,15,100.37,0,1,0
txn_14073,2673,218.51,net_banking,mobile,0.15,Mumbai,0.31,1844,2,Monday,12,156.7,1,0,0
txn_32008,4468,251.96,wallet,tablet,0.27,Bangalore,0.79,469,14,Monday,11,130.91,0,0,0
txn_14319,3121,43.61,debit_card,tablet,0.23,New York,0.12,1693,23,Tuesday,14,94.39,0,0,0
txn_32270,2407,29.29,debit_card,desktop,0.05,None,0.89,1843,13,Friday,13,96.31,0,1,0
txn_3853,4920,18.51,upi,mobile,0.61,Dubai,0.5,1919,4,Friday,10,56.79,0,0,0
txn_32283,2879,5.53,credit_card,mobile,,Bangalore,0.32,1783,5,Tuesday,10,64.15,0,0,0
txn_41385,3088,195.57,credit_card,tablet,0.11,Delhi,0.95,956,3,Wednesday,6,81.19,0,0,0
txn_26449,1041,101.0,wallet,mobile,0.15,Unknown,0.75,1128,9,None,8,62.23,0,0,0
txn_32435,4028,119.6,debit_card,mobile,0.24,Delhi,0.34,1820,3,Tuesday,11,106.07,0,0,0
txn_31148,1225,129.31,debit_card,desktop,0.17,Bangalore,0.97,1510,20,Sunday,13,69.98,0,0,0
txn_39105,2874,15.78,bnpl,None,0.38,None,0.0,1420,15,Wednesday,8,92.84,0,1,0
txn_41404,2664,10.87,bnpl,desktop,0.1,Unknown,0.93,1755,2,None,7,,0,0,0
txn_33037,4420,288.97,credit_card,mobile,0.35,Delhi,0.64,1262,22,Monday,14,72.89,0,0,0
txn_15750,4092,11.57,upi,tablet,0.4,Dubai,0.27,1566,11,Sunday,10,58.42,0,0,0
txn_24401,4649,56.64,None,desktop,0.05,None,0.18,560,9,Wednesday,17,53.54,0,0,0
txn_22225,1045,327.96,bnpl,mobile,0.32,London,,1745,16,Monday,13,59.09,0,0,0
txn_31055,1791,6.02,net_banking,mobile,0.72,Unknown,0.71,1431,14,Tuesday,14,87.76,0,1,0
txn_29708,4266,7.09,net_banking,tablet,0.12,Bangalore,0.78,798,17,Tuesday,9,62.57,0,0,0
txn_42188,3201,49.29,net_banking,desktop,0.31,Mumbai,,1143,0,Friday,9,79.67,0,1,0
txn_42767,3908,446.88,credit_card,desktop,0.38,Dubai,0.03,1480,20,Monday,11,91.2,0,0,0
txn_43543,2014,387.93,wallet,desktop,0.53,New York,0.97,1905,2,None,12,103.24,0,0,0
txn_38260,3125,86.63,debit_card,desktop,0.09,Unknown,0.48,117,15,Friday,12,111.78,0,0,0
txn_14538,1988,333.46,net_banking,desktop,0.29,Delhi,0.29,611,2,None,6,109.1,0,0,0
txn_42508,1875,38.01,upi,mobile,0.19,Mumbai,0.84,1094,3,None,7,79.46,0,1,0
txn_16682,3651,129.11,bnpl,mobile,0.18,Dubai,0.73,1857,8,Friday,5,77.27,0,0,0
txn_533,4896,206.14,None,desktop,0.18,Mumbai,0.69,122,7,Sunday,5,52.36,0,0,1
txn_37876,3694,144.92,credit_card,tablet,0.1,Delhi,0.29,1057,13,None,10,96.72,0,0,0
txn_3304,3529,48.45,upi,desktop,0.19,Bangalore,0.41,1301,7,Wednesday,15,131.23,0,1,0
txn_30929,3598,27.95,None,None,,Dubai,0.2,1223,1,Tuesday,7,83.78,0,0,0
txn_4885,1364,41.7,credit_card,tablet,0.34,Delhi,0.66,1299,19,Thursday,10,78.66,0,1,0
txn_23049,4266,458.6,debit_card,tablet,0.04,Mumbai,,1471,5,Saturday,8,76.25,1,1,0
txn_46927,2689,6.03,net_banking,desktop,0.56,Delhi,0.84,1580,10,Saturday,12,107.38,0,1,0
txn_18434,2299,28.01,debit_card,tablet,0.26,Unknown,0.84,1697,7,Tuesday,12,72.37,0,0,0
txn_21246,3105,34.62,wallet,mobile,0.45,Mumbai,0.71,546,5,Sunday,11,80.54,0,0,0
txn_905,2531,133.11,bnpl,mobile,0.38,Dubai,0.71,1712,4,Tuesday,10,46.99,0,0,1
txn_28739,3348,123.57,credit_card,desktop,0.11,Unknown,0.36,1339,9,Tuesday,7,36.06,0,1,0
txn_34641,4124,541.82,bnpl,mobile,0.02,Delhi,0.4,972,11,Wednesday,9,107.16,0,0,0
txn_47177,3344,2.58,net_banking,None,0.12,Unknown,0.64,1537,23,Wednesday,11,68.0,0,0,0
txn_47248,4557,11.38,debit_card,desktop,0.43,Mumbai,0.43,1661,10,Saturday,10,89.53,0,0,0
txn_1104,2358,24.01,net_banking,desktop,0.34,Bangalore,0.12,1195,14,Wednesday,14,71.03,0,0,1
txn_4514,2727,196.93,net_banking,tablet,0.09,New York,0.05,1700,7,Sunday,9,81.06,0,0,0
txn_18613,2469,14.93,upi,mobile,0.63,New York,,663,14,Monday,17,94.62,0,0,0
txn_22493,4237,143.62,None,tablet,0.15,Unknown,0.63,1630,16,Friday,10,107.01,0,1,0
txn_43385,2840,19.35,wallet,desktop,0.14,London,0.34,709,16,Wednesday,9,87.58,0,0,0
txn_26163,2498,46.09,upi,desktop,0.11,Dubai,0.8,772,3,None,5,84.02,0,0,0
txn_23061,4803,188.71,credit_card,desktop,0.33,Mumbai,0.18,209,12,Thursday,11,71.87,0,1,0
txn_40903,2617,8.34,wallet,None,0.15,New York,0.94,1335,20,Wednesday,9,83.78,0,1,0
txn_19303,1705,45.99,upi,mobile,0.23,Bangalore,0.13,794,22,Monday,12,64.45,0,1,0
txn_21040,4730,8.39,wallet,mobile,0.36,New York,0.62,937,11,Tuesday,19,,0,0,0
txn_27313,2169,150.11,net_banking,mobile,0.18,New York,0.53,1667,4,Thursday,7,103.96,0,0,0
txn_21349,3224,162.06,upi,tablet,0.2,Delhi,,559,2,Tuesday,8,82.59,0,0,0
txn_33510,3069,7514.87,bnpl,desktop,0.02,New York,0.41,527,9,Sunday,15,,0,1,0
txn_30158,4855,128.09,upi,tablet,0.21,None,0.15,442,7,Friday,17,33.02,0,0,0
txn_40415,1677,48.54,upi,tablet,0.53,Dubai,0.91,1847,11,Sunday,18,61.71,0,1,0
txn_17440,4823,31.88,credit_card,tablet,0.42,Bangalore,0.63,1155,15,Tuesday,9,,0,0,0
txn_38115,3453,26.38,bnpl,None,0.28,Dubai,0.78,1686,8,None,13,65.67,1,0,0
txn_17709,4645,83.05,bnpl,None,0.06,Mumbai,0.63,265,0,Sunday,12,105.05,0,0,0
txn_2741,3212,106.14,upi,tablet,0.3,Bangalore,0.98,104,14,Wednesday,6,48.48,0,0,0
txn_43805,2886,34.13,debit_card,mobile,0.36,Unknown,0.57,106,8,Thursday,10,68.57,0,0,0
txn_30992,3856,47.79,credit_card,desktop,0.45,None,0.85,484,13,Tuesday,12,87.97,0,1,0
txn_48395,3366,46.18,wallet,desktop,0.51,Delhi,0.73,987,12,Tuesday,8,82.05,0,0,0
txn_4065,4970,42.05,bnpl,mobile,0.06,New York,0.44,1918,22,Thursday,14,54.92,0,0,0
txn_1843,4700,105.42,upi,mobile,0.22,Bangalore,0.73,977,15,Friday,15,99.4,0,0,0
txn_31905,2861,24.29,wallet,desktop,0.46,New York,0.42,584,9,Friday,12,63.86,0,0,0
txn_37475,1900,158.17,upi,mobile,0.29,New York,0.42,1567,17,Tuesday,8,91.83,0,0,0
txn_22351,3084,53.78,debit_card,tablet,0.44,London,0.07,300,10,Monday,7,72.4,0,0,0
txn_8988,3263,49.23,upi,tablet,0.11,Unknown,0.39,688,16,Wednesday,8,96.09,0,0,0
txn_46692,2369,148.09,upi,desktop,0.09,Mumbai,0.03,836,3,None,12,107.85,0,0,0
txn_44047,3492,12.98,net_banking,desktop,0.22,None,0.63,1579,15,Wednesday,15,108.3,0,0,0
txn_26758,2179,19.19,credit_card,mobile,0.46,Delhi,0.21,402,21,Friday,7,77.05,0,0,0
txn_1869,4067,166.42,None,desktop,0.27,Mumbai,0.44,10,6,Tuesday,13,76.48,0,0,0
txn_1903,4219,256.52,bnpl,tablet,0.32,Mumbai,0.21,195,1,Wednesday,10,62.07,0,0,0
txn_20388,2708,189.49,upi,mobile,0.49,London,0.82,893,7,Sunday,3,71.64,0,0,0
txn_39102,3128,9.76,upi,desktop,0.41,Mumbai,0.51,1793,1,Friday,7,53.43,1,0,0
txn_43485,4504,540.71,bnpl,mobile,0.53,Delhi,0.83,463,9,Friday,8,120.4,0,1,0
txn_27848,3686,24.76,upi,desktop,0.49,New York,0.33,1254,18,None,7,77.79,0,1,0
txn_30093,1329,113.09,credit_card,desktop,0.2,Bangalore,0.31,72,10,Thursday,9,69.68,0,0,0
txn_49403,2394,15.92,net_banking,desktop,0.21,Bangalore,0.36,1075,12,Thursday,10,40.45,0,0,0
txn_4995,1161,101.31,upi,tablet,,London,0.15,1359,23,Saturday,13,90.29,1,0,0
txn_44756,2932,44.19,debit_card,mobile,0.08,Unknown,0.99,534,1,Tuesday,7,81.5,0,1,0
txn_14435,4872,298.09,upi,mobile,0.19,Bangalore,0.66,162,11,Saturday,13,,0,0,0
txn_37612,2666,200.17,debit_card,mobile,0.2,None,0.89,360,16,Friday,12,113.52,0,0,0
txn_25037,4958,104.55,wallet,mobile,0.22,None,0.64,1264,4,Saturday,11,67.69,0,1,0
txn_24229,3430,54.19,net_banking,None,0.21,Delhi,0.12,276,10,Saturday,10,78.9,0,0,0
txn_45753,2597,40.1,bnpl,desktop,0.71,Dubai,0.31,8,17,Saturday,9,83.08,0,0,0
txn_14314,4854,29.9,upi,tablet,0.25,Delhi,0.92,1963,3,Saturday,12,50.15,0,0,0
txn_39402,3485,408.39,credit_card,tablet,0.03,Mumbai,0.17,1701,6,Friday,8,109.97,1,0,0
txn_10733,3087,88.93,wallet,tablet,0.27,Unknown,,109,5,Friday,4,,0,0,0
txn_47869,2794,324.2,upi,desktop,0.17,None,0.18,326,22,Sunday,12,90.75,0,0,0
txn_8253,3099,153.14,credit_card,desktop,0.07,New York,0.9,1331,11,None,8,89.33,0,0,0
txn_19759,4872,53.44,net_banking,mobile,0.15,Unknown,0.53,1591,17,Tuesday,9,69.91,1,0,0
txn_38398,2415,278.41,bnpl,mobile,0.16,New York,0.88,1828,13,Wednesday,19,139.25,0,0,0
txn_10314,4832,69.27,bnpl,mobile,,Unknown,0.88,76,23,Sunday,6,84.43,0,0,0
txn_8038,3964,149.81,credit_card,mobile,0.11,Mumbai,0.26,969,15,Monday,10,101.66,0,0,0
txn_23827,4312,274.97,wallet,mobile,0.18,Dubai,0.35,559,11,Wednesday,13,80.29,0,0,0
txn_17501,3908,187.49,bnpl,tablet,0.38,London,0.43,913,9,Sunday,17,85.12,0,1,0
txn_27441,3148,44.28,credit_card,mobile,0.53,New York,0.69,1131,14,Monday,7,,0,0,0
txn_11136,3441,22.11,net_banking,desktop,,Mumbai,0.68,37,1,Tuesday,8,62.14,0,0,0
txn_26121,4439,20.42,debit_card,tablet,0.07,Delhi,0.78,3,2,Saturday,14,96.94,0,0,0
txn_20671,2335,3.45,net_banking,mobile,0.2,Mumbai,0.22,577,6,Wednesday,12,71.04,0,1,0
txn_21957,3530,39.16,wallet,mobile,0.17,Delhi,0.42,758,17,Monday,13,97.24,1,0,0
txn_48230,1685,28.33,upi,desktop,0.22,Dubai,0.02,1218,2,Wednesday,14,55.2,0,1,0
txn_17945,3562,181.96,debit_card,tablet,0.24,Delhi,0.02,1707,5,Monday,7,98.9,0,0,0
txn_12540,3735,130.24,credit_card,desktop,0.04,Mumbai,0.15,390,14,Tuesday,9,76.78,0,0,0
txn_46751,1187,4.24,wallet,desktop,0.26,Unknown,0.73,347,7,Wednesday,13,118.55,0,1,0
txn_38864,3459,96.17,upi,None,0.07,Dubai,0.74,1483,1,Saturday,13,77.68,0,1,0
txn_33229,3849,101.21,None,tablet,0.3,Unknown,0.54,1705,0,Saturday,9,53.01,0,0,0
txn_17700,4239,115.09,debit_card,desktop,0.23,Delhi,0.38,1538,8,Monday,9,91.72,0,0,0
txn_15568,3457,79.67,wallet,desktop,0.29,New York,0.03,1904,18,Saturday,11,62.75,0,0,0
txn_23719,3348,21.39,net_banking,tablet,0.14,Mumbai,0.57,849,23,Tuesday,13,54.89,0,0,0
txn_41334,3989,107.65,wallet,mobile,0.33,New York,0.36,1889,12,Thursday,11,78.58,0,0,0
txn_41840,1110,5.73,wallet,desktop,0.14,Unknown,0.11,1027,2,Wednesday,13,,0,0,0
txn_41120,1811,144.86,None,desktop,0.18,Delhi,0.81,1648,12,Thursday,9,107.22,0,1,0
txn_2459,3433,1308.91,upi,desktop,0.35,Mumbai,0.83,1238,17,Wednesday,12,112.23,0,0,0
txn_13588,1595,34.34,bnpl,tablet,0.5,Dubai,,974,3,Wednesday,8,83.05,0,0,0
txn_33984,3927,407.73,wallet,desktop,0.27,Bangalore,0.65,336,17,Wednesday,12,75.52,0,0,0
txn_32410,4747,125.33,debit_card,tablet,0.26,Delhi,0.28,420,8,Friday,7,78.07,0,0,0
txn_8803,2098,191.23,net_banking,desktop,0.19,Delhi,0.68,1815,4,Thursday,10,114.23,0,0,0
txn_30777,3703,4.17,bnpl,mobile,0.25,London,0.15,49,17,Tuesday,11,57.57,0,0,0
txn_32508,2077,65.27,wallet,desktop,0.22,London,0.88,1038,9,Tuesday,9,62.38,0,0,0
txn_4262,3274,58.65,wallet,mobile,0.31,Unknown,0.97,1442,20,Saturday,7,99.14,0,0,0
txn_27022,1449,181.29,debit_card,mobile,0.05,Bangalore,0.99,489,19,Wednesday,9,66.7,0,0,0
txn_9137,3318,41.11,bnpl,tablet,0.25,Mumbai,0.09,720,18,None,14,98.96,1,0,0
txn_21820,2486,95.0,wallet,desktop,0.21,None,0.08,166,11,Monday,8,81.55,0,0,0
txn_2958,3446,95.82,credit_card,tablet,0.2,Bangalore,0.56,753,15,None,11,19.11,0,0,0
txn_6450,2769,21.82,net_banking,desktop,0.1,New York,0.09,908,23,Thursday,15,64.41,0,0,0
txn_40892,3908,35.41,upi,tablet,0.48,Delhi,0.78,526,3,Friday,12,95.11,0,0,0
txn_20120,3037,71.46,net_banking,desktop,0.49,Dubai,0.36,733,15,Friday,15,105.42,0,1,0
txn_30977,4174,634.04,bnpl,tablet,0.25,Unknown,,1866,12,Wednesday,5,,0,0,0
txn_8218,4990,143.91,wallet,mobile,0.23,Bangalore,0.49,1429,21,Tuesday,8,67.23,0,0,0
txn_21945,2564,138.5,net_banking,tablet,0.29,Delhi,0.94,859,14,Saturday,16,79.76,0,0,0
txn_2703,2472,47.6,None,desktop,0.17,London,0.64,668,2,Sunday,10,95.76,0,0,0
txn_17960,2604,258.89,net_banking,None,0.03,None,0.87,575,17,Wednesday,3,70.02,0,0,0
txn_9326,4269,344.7,upi,tablet,0.27,Dubai,0.64,1843,14,Thursday,8,113.23,0,1,0
txn_400,3557,52.47,bnpl,mobile,0.4,None,0.74,95,13,Saturday,7,68.44,0,0,1
txn_28719,4582,29.14,wallet,desktop,0.16,Mumbai,0.73,161,18,Wednesday,8,56.46,1,0,0
txn_32906,2218,5.57,net_banking,mobile,0.03,Bangalore,0.46,0,21,Friday,10,41.52,0,0,0
txn_38922,3941,25.96,debit_card,tablet,0.16,Unknown,0.56,1993,17,None,9,,0,0,0
txn_48612,1124,37.38,debit_card,tablet,0.2,Dubai,0.16,1355,12,Friday,10,80.19,1,0,0
txn_48276,3702,107.04,bnpl,mobile,0.23,Bangalore,0.78,291,17,Tuesday,9,89.84,0,0,0
txn_16012,3759,36.29,bnpl,desktop,0.14,Dubai,0.55,1852,23,Sunday,6,65.93,1,0,0
